CC(=NNC(=S)N)CC(=O)Nc1ccc(c(c1)Cl)Cl
CC(C)c1ccc(cc1)C2C=C(C(=O)N2c3cccc(c3)OC)Nc4cccc(c4)OC
Cc1ccc(cc1)C(=O)c2c(c(c(s2)Nc3ccc(cc3)F)C#N)N
c1ccc(cc1)n2c(nc(n2)C=Cc3ccccc3Cl)c4ccccc4O
CC(=O)Oc1c(nc(o1)c2ccccc2)C=Nc3ccccn3
Cc1ccc(cc1NC(=O)COc2ccc(c(c2)C)Cl)c3[nH]c4ccccc4n3
c1ccc(cc1)n2c(nnc2SCC(=O)c3ccc(cc3)F)c4ccccc4Br
COc1ccccc1c2nnc(n2c3ccccc3)SCC(=O)c4ccc(cc4)F
Cc1cccc(c1)Oc2ccc3c(c2)Oc4ccccc4NC3=O
Cc1cccc(c1C)OCC(=O)Nc2cc(ccc2C)c3[nH]c4ccccc4n3
CCc1ccc2c(c1)nc(o2)c3cc(ccc3Cl)NC(=O)c4cccs4
c1ccc2c(c1)NC(=O)c3ccc(cc3O2)Oc4cccc(c4)Cl
COc1ccccc1Nc2c(c(nc(n2)N)N)S(=O)(=O)c3ccccc3
COc1ccc(cc1)S(=O)(=O)N2Cc3ccccc3CC2C(=O)Nc4cc(ccc4Cl)Cl
Cc1cc(nc2c1cc(cc2)NC(=O)c3ccc(cc3)N(C)C)Nc4cccc(c4)C(F)(F)F
c1csc(n1)NNC=C2C=CC(=O)C(=C2)[N+](=O)[O-]
CCCCC1CCC(CC1)C(=O)N2CC(=O)Nc3ccc(cc3C2c4ccc(cc4)F)Br
c1cc(ccc1C2c3cc(ccc3NC(=O)CN2C(=O)COc4ccc(cc4)Cl)Br)F
Cc1ccc(cc1Cl)Nc2c3ccccc3c(cn2)C(=O)N4CCN(CC4)c5ccc(cc5)F
Cc1cc(nc2c1cc(cc2)NC(=O)C=Cc3ccccc3OC(C)C)N4CCCCC4
Cc1ccc2c(c1)C(N(CC(=O)N2)C(=O)COc3ccc(cc3Cl)Cl)c4ccccc4
Cc1ccc2c(c1)C(N(CC(=O)N2)C(=O)COc3ccc(cc3Cl)Cl)c4ccc(cc4)F
Cc1cccc(c1)CC(=O)N2CC(=O)Nc3ccc(cc3C2c4ccc(cc4)F)Br
c1ccc(cc1)C2c3cc(ccc3NC(=O)CN2C(=O)COc4ccc(cc4)Cl)Br
Cc1ccc(cc1C)C(=O)N2CC(=O)Nc3ccc(cc3C2c4ccc(cc4)F)Br
c1cc(sc1)c2cc(nc(n2)S(=O)(=O)CCC(=O)Nc3ccc(c(c3)Cl)F)C(F)(F)F
Cc1csc(n1)NNC=C2C=CC(=O)C(=C2)[N+](=O)[O-]
COc1ccc(cc1NC(=O)CCS(=O)(=O)c2nc(cc(n2)C(F)(F)F)c3cccs3)Cl
c1cc(ccc1C2c3cc(ccc3NC(=O)CN2C(=O)COc4ccc(cc4)Cl)Cl)F
c1cc(sc1)c2cc(nc(n2)S(=O)(=O)CCC(=O)Nc3ccc(cc3)OC(F)(F)F)C(F)(F)F
c1cc2c(cc1c3cc(nc(n3)S(=O)(=O)CCC(=O)Nc4ccc(cc4F)F)C(F)(F)F)OCO2
c1cc2c(cc1c3cc(nc(n3)S(=O)(=O)CCC(=O)Nc4ccc(c(c4)Cl)F)C(F)(F)F)OCO2
c1cc(ccc1NC(=O)CCS(=O)(=O)c2nc(cc(n2)C(F)(F)F)c3ccc4c(c3)OCO4)Br
c1ccc(c(c1)C(F)(F)F)NC(=O)CCS(=O)(=O)c2nc(cc(n2)C(F)(F)F)c3ccc4c(c3)OCO4
CN(C)c1ccc(cc1)C(=O)Nc2ccc3c(c2)c(c4c(n3)CCCC4)Nc5ccccc5OC
CSc1ccccc1NC(=O)CCS(=O)(=O)c2nc(cc(n2)C(F)(F)F)c3ccc4c(c3)OCO4
COc1ccccc1Nc2c3cc(ccc3nc4c2CCCC4)NC(=O)C=Cc5cccc(c5OC)OC
CCc1ccc(cc1)C2=CSC3=[N+](CCN23)C(=O)C
CC(C(=O)OC)Sc1c2c(cn(c2ncn1)c3ccc(cc3)F)c4ccccc4
COc1ccc(cc1)C=CC(=O)Nc2ccc3c(c2)c(c4c(n3)CCCC4)Nc5ccc(c(c5)OC)OC
COc1ccc(cc1)C(C(=O)Nc2ccc(cc2)OC)NC(=O)C=Cc3ccc4c(c3)OCO4
Cc1ccc(cc1)C(C(=O)Nc2ccc(cc2)OC)NC(=O)C=Cc3ccc4c(c3)OCO4
COc1ccc(cc1)CNc2nc(cc(n2)C(F)(F)F)c3ccc(cc3)OC
COc1ccc(cc1)c2cc(nc(n2)NCc3ccc(cc3)Cl)C(F)(F)F
COc1ccc(cc1)c2cc(nc(n2)NCc3ccc(cc3)F)C(F)(F)F
COc1cccc(c1)c2cc(nc(n2)NCc3ccc(cc3)F)C(F)(F)F
Cc1c(c(n2c(n1)nc(n2)SCC(=O)NC3CCCCC3)C)Cc4ccccc4Cl
c1cc(ccc1CCNC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4ccc(cc4)Cl)Cl
Cc1ccccc1CS(=O)(=O)c2nnc(o2)C(Cc3ccccc3)NC(=O)OC(C)(C)C
CC(c1ccccc1)NC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4ccc(cc4)Cl
c1ccc(cc1)CCNC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4ccc(cc4)Cl
Cc1ccc(cc1)CNC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4cccc(c4)Cl
c1cc(c(c(c1)Cl)CN2c3cc(ccc3SCC2=O)C(=O)NCCc4ccc(cc4)Cl)F
c1ccc(cc1)CCNC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4c(cccc4Cl)F
COc1ccccc1CNC(=O)c2ccc3c(c2)N(C(=O)CS3)Cc4c(cccc4Cl)F
c1cc(c(c(c1)Cl)CN2c3cc(ccc3SCC2=O)C(=O)NCc4ccc(cc4)F)F
CCc1ccccc1NS(=O)(=O)c2cc(cc3c2N(CC3)C(=O)C4CC4)Br
Cc1ccc(cc1)CNS(=O)(=O)c2cc(cc3c2N(CC3)C(=O)C4CC4)Br
CC1=C(C(n2c(nc(n2)SCc3ccccc3)N1)c4cccc(c4)Br)C(=O)N
c1ccc2c(c1)nc3n2CCN(C3)S(=O)(=O)c4ccc(cc4)F
CC1=C(C(n2c(nc(n2)SCc3ccccc3)N1)c4ccc(cc4)C(C)C)C(=O)N
CCN(CC)c1ccc(cc1)C2C(=C(Nc3n2nc(n3)SCc4ccccc4)C)C(=O)N
COc1ccc(cc1)Nc2c3ccccc3c(cn2)C(=O)Nc4cccc(c4)Cl
CC1=C(C(n2c(nc(n2)SCc3ccccc3)N1)c4cccs4)C(=O)Nc5ccccc5
COc1ccc(cc1)Nc2c3ccccc3c(cn2)C(=O)Nc4cc(c(cc4OC)OC)Cl
CC1=C(C(n2c(nc(n2)SCc3ccccc3)N1)c4cccnc4)C(=O)Nc5ccccc5OC
Cc1ccc(c(c1)NC(=O)c2cnc(c3c2cccc3)Nc4ccc(cc4)OC)OC
CC1=C(C(n2c(nc(n2)SCc3ccccc3)N1)c4ccc(cc4)O)C(=O)Nc5ccccc5
Cc1cc(nc2c1cc(cc2)NC(=O)c3ccc(cc3)OC)N4CCC(CC4)C
Cc1cc(nc2c1cc(cc2)NC(=O)c3cc(cc(c3)OC)OC)N4CCC(CC4)C
c1ccc(cc1)C2C[NH+](CCc3c2cccc3)CCC(=O)c4ccc5c(c4)OCCO5
CC1=C(C(n2c(nc(n2)SCc3ccccc3F)N1)c4ccccc4OC)C(=O)N
Cc1cccc(c1)CC(=O)Nc2ccc3c(c2)c(cc(n3)N4CCC(CC4)C)C
Cc1c(c(=O)n(n1C)c2ccccc2)C(c3ccc(cc3)SC)c4c(c5ccccc5oc4=O)[O-]
COc1ccccc1NC(=O)CSc2c(nc(o2)c3ccccc3)S(=O)(=O)c4ccccc4
c1ccc(cc1)c2nc(c(o2)SCC(=O)c3ccccc3)S(=O)(=O)c4ccccc4
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccccc3)SCC(=O)Nc4ccccc4OC
CCOc1ccc(cc1)NC(=O)CSc2c(nc(o2)c3ccccc3)S(=O)(=O)c4ccc(cc4)Cl
c1ccc(c(c1)CSc2c(nc(o2)c3ccco3)S(=O)(=O)c4ccc(cc4)Br)F
c1ccc(cc1)C(=O)CSc2c(nc(o2)c3ccco3)S(=O)(=O)c4ccc(cc4)Br
c1ccc2c(c1)nc(n2CCOc3ccccc3Cl)CNc4ccc(cc4)C(=O)[O-]
CCC(C)C(C(=O)N1CCN(CC1)c2nc(nc(n2)N3CCN(CC3)C(=O)Cn4cc(nn4)CCC[NH+]=C(N)N)NCCOCCOCCOCC#C)n5cc(nn5)CCC[NH+]=C(N)N
c1ccc(cc1)c2nc(c(o2)SCC(=O)c3ccccc3)S(=O)(=O)c4ccc(cc4)Cl
c1ccc2c(c1)nc(n2CCOc3ccccc3Cl)CNc4ccc(cc4)F
Cc1ccc(cc1)Nc2c(nc3n2cccc3)c4c[nH]c5c4cccc5
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccc(cc3)F)SCC(=O)c4ccccc4
COc1ccccc1NC(=O)CSc2c(nc(o2)c3cccs3)S(=O)(=O)c4ccccc4
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3cccs3)SCC(=O)Nc4ccccc4OC
Cc1c(c(n2c(n1)nc(n2)SCC(=O)NC(C)c3ccccc3)C)Cc4c(cccc4Cl)F
c1ccc2c(c1)c(c([nH]2)c3ccc(cc3)Br)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5
c1ccc2c(c1)c(c([nH]2)c3ccc(cc3)Cl)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5
c1ccc2c(c1)c(c([nH]2)c3ccc(cc3)F)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5
CCCCc1cn(nn1)C(CCCC[NH3+])C(=O)N2CCN(CC2)c3nc(nc(n3)N4CCN(CC4)C(=O)C(C(C)CC)n5cc(nn5)CCC[NH+]=C(N)N)NCCOCCOCCOCC#C
c1ccc(c(c1)CSc2c(nc(o2)c3cccs3)S(=O)(=O)c4ccc(cc4)Cl)F
Cc1ccc(cc1)c2c(c3ccccc3[nH]2)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5
c1ccc(cc1)c2c(c3ccccc3[nH]2)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N5CCOCC5
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)NCCSc2c3ccccc3[nH]c2c4ccc(cc4)Cl
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)NCCSc2c3ccccc3[nH]c2c4ccc(cc4)OC
CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)NCCSc2c3ccccc3[nH]c2c4ccccc4
CSc1c(nc(o1)c2cccs2)S(=O)(=O)c3ccc(cc3)Br
c1cc(sc1)c2nc(c(o2)SCc3ccc(cc3)F)S(=O)(=O)c4ccc(cc4)Br
c1ccc(c(c1)CSc2c(nc(o2)c3cccs3)S(=O)(=O)c4ccc(cc4)Br)F
Cc1ccc(cc1)c2c(c3ccccc3[nH]2)SCCNC(=O)c4ccc(cc4)S(=O)(=O)N(C)C
CC(C)CC1C(=O)NC(CCNc2c(cc(cc2I)[N+](=O)[O-])C(=O)NC(C(=O)N1)C(C)C)C(=O)N
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)NCCSc2c3ccccc3[nH]c2c4ccccc4
COc1cccc(c1OC)C(=O)NCCSc2c3ccccc3[nH]c2c4ccc(cc4)F
c1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccco3)SCC(=O)c4ccc(cc4)Cl
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccco3)SCc4ccccc4Cl
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccco3)SCC(=O)c4ccc(cc4)Cl
Cc1c(c(=O)n(n1C)c2ccccc2)C(c3ccc(cc3)Br)c4c(c5ccccc5oc4=O)[O-]
Cc1c(c(=O)n(n1C)c2ccccc2)C(c3ccc(cc3Cl)Cl)c4c(c5ccccc5oc4=O)[O-]
c1cc(oc1)c2nc(c(o2)SCc3ccc(cc3)F)S(=O)(=O)c4ccc(cc4)Cl
Cc1ccc(cc1)CSc2c(nc(o2)c3ccco3)S(=O)(=O)c4ccc(cc4)Cl
c1ccc(c(c1)CSc2c(nc(o2)c3ccco3)S(=O)(=O)c4ccc(cc4)Cl)F
Cc1ccc(cc1)c2nc(c(o2)NC)P(=O)(c3ccccc3)c4ccccc4
CCc1ccc(cc1)NC(=O)CSc2nc3c4ccccc4oc3c(=O)n2c5cccc(c5)C
c1ccc(c(c1)Cn2c(=O)c3ccccc3n(c2=O)Cc4cccc(c4)F)Cl
Cc1c2c(=O)n(c(=O)n(c2sc1C(=O)C)Cc3ccc(cc3)Cl)c4ccc(cc4)Cl
Cc1ccc(c(c1)C)NC(=O)c2c(nc3c(c2c4ccccc4Cl)c(c(s3)C(=O)Nc5ccccc5OC)N)C
Cc1ccc(c(c1)C)NC(=O)c2c(nc3c(c2c4ccccc4Cl)c(c(s3)C(=O)Nc5cccc(c5)OC)N)C
Cc1ccc(c(c1)C)NC(=O)c2c(nc3c(c2c4ccccc4Cl)c(c(s3)C(=O)Nc5ccc(cc5)F)N)C
CCCCCn1c(=O)c2ccc(cc2[nH]c1=O)C(=O)Nc3ccc(c(c3)F)F
CCCCCn1c(=O)c2ccc(cc2[nH]c1=O)C(=O)Nc3ccc(cc3)F
c1ccc(cc1)n2c(=O)c3ccc(cc3[nH]c2=O)C(=O)NCCc4ccccc4Cl
Cc1ccc(cc1)NC(=O)Cn2c(c(nn2)C(=O)NCCc3ccccc3)N
CCOc1ccc(cc1)c2nnc(o2)SCC(=O)Nc3cccc(c3)C#N
CCc1ccc(cc1)NC(=O)c2c(c3c(c(c(nc3s2)C)C(=O)Nc4ccc(cc4C)C)c5ccco5)N
Cc1ccc(c(c1)C)NC(=O)c2c(n(nn2)Cc3cccc(c3)C(F)(F)F)N
Cc1ccc(cc1)c2nc3n(n2)C(C=C(N3)c4ccc(cc4)C)c5ccc(cc5)Cl
c1ccc(cc1)c2cc(nc(n2)SCc3nc(no3)c4ccc(cc4)C(F)(F)F)O
Cc1ccc(c(c1)C)NC(=O)C2=C(Nc3c(cnn3C2c4ccccc4)C(=O)Nc5ccccc5)C
CC1=C(C(n2c(c(cn2)C(=O)Nc3ccccc3)N1)c4ccccc4)C(=O)Nc5ccc(cc5)Cl
Cc1cccc(c1)NC(=O)CSc2ncc3c(n2)-c4ccccc4N(S3(=O)=O)Cc5cccc(c5)OC
CC1=C(C(n2c(c(cn2)C(=O)Nc3ccccc3)N1)c4cccc(c4OC)OC)C(=O)Nc5ccc(cc5)Cl
c1ccc2c(c1)-c3c(cnc(n3)SCC(=O)c4ccc(cc4)Br)S(=O)(=O)N2Cc5ccc(cc5)F
Cc1c(nnn1c2cc(ccc2OC)Cl)c3nc(sn3)NC(=O)c4ccccc4Cl
CCOc1ccc(cc1)c2nnc(o2)SCC(=O)NCc3ccc(cc3)Cl
CCc1ccc(cc1)n2c(c(nn2)c3nc(sn3)NC(=O)c4ccccc4Cl)C
Cc1ccc(cc1)n2c(c(nn2)C(=O)Nc3cccc(c3)C)NC(=O)C
c1ccc(cc1)CCNC(=O)c2cc(nc3c2c([nH]n3)c4ccccc4)c5ccccc5
Cc1ccc(cc1C)n2c(=O)c3cccnc3n2CC(=O)Nc4ccc(cc4)Br
Cc1ccc(cc1F)NC(=O)CN2c3ccccc3S(=O)(=O)c4c2cccc4
COC(=O)c1c(c2ccccc2nc1SC)OCc3ccc(cc3)Br
CCOc1ccccc1C2C(=C(Nc3n2ncc3C(=O)Nc4ccc(cc4)F)C)C(=O)Nc5ccccc5
Cc1ccc(cc1)C(=O)c2cn(c3c(c2=O)ccc(n3)C)Cc4ccccc4
Cc1ccc(cc1)c2csc(n2)c3cc4c([nH]c3=O)CC(CC4=O)c5ccc(cc5)OC
COc1ccc(cc1)C2Cc3c(cc(c(=O)[nH]3)c4nc(cs4)c5ccc(cc5)Cl)C(=O)C2
c1ccc(cc1)C=CC=NNC(=S)N
COc1ccc(cc1)C2Cc3c(cc(c(=O)[nH]3)c4nc(cs4)c5cccc(c5)Cl)C(=O)C2
Cc1ccc(cc1)Sc2ccc(nn2)N3CCCC(C3)C(=O)Nc4ccc(cc4)Cl
Cc1ccc(cc1)Sc2ccc(nn2)N3CCCC(C3)C(=O)Nc4ccc(cc4)Br
c1ccc2c(c1)c3c(s2)c(=O)n(c(=O)n3Cc4cccc(c4)Cl)Cc5ccco5
Cc1ccc(cc1)C(=O)c2cn(c3c(c2=O)ccc(n3)C)Cc4cccc(c4)F
Cc1ccc(cc1)NC(=O)C2=C(Nc3nc(nn3C2c4ccccc4)SCc5ccccc5OC)C
Cc1ccc(cc1)c2nc(no2)c3cc4cccc(c4oc3=O)OCc5cccc(c5)C
Cc1c(nc(s1)c2cc3c([nH]c2=O)CC(CC3=O)c4ccccc4)c5ccc(cc5)Cl
c1ccc(cc1)Cn2c(=O)c3c(c4ccccc4s3)n(c2=O)Cc5cccc(c5)Cl
Cc1cccc(c1)n2c3c(cc(c2=O)c4nc(cs4)c5cccc(c5)[N+](=O)[O-])C(=O)CC(C3)c6ccc(cc6)OC
Cc1ccc(cc1)C(=O)NCCc2c(nc(s2)C)C
COc1ccc(cc1)C2Cc3c(cc(c(=O)n3c4ccccc4N)c5nc(cs5)c6cccc(c6)[N+](=O)[O-])C(=O)C2
COc1ccc(cc1)c2cc(no2)C(=O)NCc3ccc(cc3)F
Cc1cc(ccc1NC(=O)C(c2ccccc2)NS(=O)(=O)c3cccs3)Br
Cc1c(cccc1Cl)NC(=O)c2cc(on2)c3cccs3
Cc1cc(ccc1Br)NC(=O)c2ccc(cc2)NC(=O)CCS(=O)(=O)c3cccs3
c1cc(ccc1CNC(=O)c2cc(on2)c3ccc(cc3)F)Cl
Cc1cc(nn1Cc2ccc(cc2)Cl)NC(=O)c3cc(on3)c4ccc(cc4)F
c1cc(cc(c1)Cl)NC(=O)c2cc(on2)c3ccc4c(c3)OCO4
c1cc(cc(c1)NC(=O)c2cc(on2)c3ccc(cc3)Cl)C(F)(F)F
c1ccc-2c(c1)CCc3c2onc3C(=O)Nc4ccc(cc4F)F
Cc1cc(nc(n1)SCc2cc(=O)c(co2)OC(=O)c3ccco3)C
c1ccc(cc1)CNC(=O)c2cc(on2)c3cccc(c3)Cl
Cc1ccc(c(c1)NC(=O)c2c3c(on2)-c4ccc(cc4CC3)OC)O
Cc1c(c(n(n1)Cc2ccc(c(c2)Cl)Cl)C)NC(=O)c3c4c(on3)-c5ccc(cc5CC4)OC
CCc1cccc(c1Nc2c(nc3n2ccs3)c4ccc(cc4)SC)C
Cc1ccc(cc1)c2c(n3ccsc3n2)Nc4ccc(c(c4)C)C
Cc1ccccc1Nc2c(nc3n2ccs3)c4ccccc4O
CC(C)CCNC(=O)c1cc(nc2c1cccc2)c3ccc(s3)Br
c1ccc(cc1)NC(=O)Cn2c3ccsc3c(=O)n(c2=O)CCC(=O)NCc4ccccc4Cl
Cc1c(sc2c1c(=O)n(c(=O)n2CC(=O)c3ccc(cc3)Cl)c4ccccc4)C
Cc1c(sc2c1c(=O)n(c(=O)n2CC(=O)Nc3cccc(c3)Cl)Cc4ccccc4)C
c1ccc(cc1)C=CC2=NC(=Cc3ccco3)C(=O)O2
Cc1ccc2nc(c(n2c1)Nc3ccc4c(c3)OCCO4)c5ccc(o5)C
Cc1ccc(cc1)Nc2c(nc3n2ccc(c3)C)c4c[nH]c5c4cccc5
Cc1ccn2c(c1)nc(c2Nc3ccc4c(c3)OCO4)c5ccco5
c1ccc(cc1)n2c(=O)c3c4c(sc3n(c2=O)CC(=O)c5ccc(cc5)F)CCC4
Cc1cccc(c1Nc2c(nc3n2cc(cc3)Cl)c4ccsc4)C
Cc1ccn2c(c1)nc(c2Nc3c(cccc3C)C)c4ccsc4
CCOc1ccc(cc1)NC(=O)Cn2c3ccccc3c(=O)n(c2=O)Cc4ccc(cc4)C(=O)NCc5ccc6c(c5)OCO6
Cc1ccc(cc1)NC(=O)Cn2c3ccccc3c(=O)n(c2=O)Cc4ccc(cc4)C(=O)NCc5ccc6c(c5)OCO6
CCOC(=O)c1ccccc1NC(=O)Cn2c3ccccc3c(=O)n(c2=O)Cc4ccc(cc4)C(=O)NCc5ccc6c(c5)OCO6
Cc1ccc(cc1)Nc2c(nc3n2c(ccc3)C)c4cccc(c4)Cl
Cc1ccc(cc1)S(=O)(=O)c2c(oc(n2)c3ccco3)NCC4CCCO4
c1ccn2c(c1)nc(c2Nc3ccc4c(c3)OCCO4)c5cccc(c5)Cl
COc1cc(ccc1O)c2c(n3cc(ccc3n2)Cl)Nc4ccc5c(c4)OCCO5
c1ccn2c(c1)nc(c2Nc3ccc4c(c3)OCCO4)c5ccc(s5)Cl
Cc1cccn2c1nc(c2Nc3ccc4c(c3)OCCO4)c5ccc(o5)Br
Cc1cccn2c1nc(c2Nc3ccc4c(c3)OCCO4)c5ccc(cc5)SC
Cc1ccc(s1)c2c(n3ccccc3n2)Nc4ccc5c(c4)OCCO5
Cc1cccc(c1C)NS(=O)(=O)c2ccc3c(c2)nc([nH]3)c4ccccc4
CCc1ccccc1NS(=O)(=O)c2ccc3c(c2)nc([nH]3)c4ccccc4
c1ccc(cc1)c2[nH]c3ccc(cc3n2)S(=O)(=O)Nc4ccc(cc4F)Br
Cc1ccn2c(c1)nc(c2Nc3ccc4c(c3)OCCO4)c5cccs5
COc1ccc(cc1OC)c2c(cn(n2)c3ccccc3)C=NNC(=S)N
CCc1ccc(cc1)NC(=O)C2CCC(CC2)CNS(=O)(=O)c3cccs3
Cc1cc(ccc1Br)NC(=O)C2CCCN(C2)S(=O)(=O)c3ccc(s3)Br
c1cc(cc(c1)Cl)N2CCN(CC2)C(=O)C3CCCN(C3)S(=O)(=O)c4ccc(s4)Br
Cc1ccc(cc1)CNC(=O)c2ccc(cc2)Cn3c(=O)c4ccccc4n(c3=O)CC(=O)Nc5ccc(cc5C)C
c1ccc2c(c1)c(cn(c2=O)CC(=O)Nc3ccc(cc3Cl)F)S(=O)(=O)N4CCN(CC4)c5ccccc5F
CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)C3CCCN(C3)S(=O)(=O)c4ccc(s4)Br
